781,0.2111,4072.2
4677211,1.6364,3876.9531,6344.2539
4677249,1.7948,3847.6563,6905.6333
4677285,2.0059,3857.4219,7737.6489
4677323,1.7684,3881.8359,6864.5220
4677360,1.6628,3891.6016,6470.9380
4677398,1.8212,3862.3047,7033.8638
4677435,1.8476,3881.8359,7171.8887
4677473,1.9003,3862.3047,7339.6836
4677511,1.9003,3852.5391,7321.1255
4677548,1.9531,3837.8906,7495.8799
4677585,1.7420,3857.4219,6719.5376
4677622,1.9531,3842.7734,7505.4170
4677660,1.8476,3828.1250,7072.6548
4677697,1.8476,3881.8359,7171.8887
4677735,1.7948,3896.4844,6993.2681
4677773,1.6892,3896.4844,6581.8994
4677810,1.9795,3842.7734,7606.8413
4677848,1.8212,3818.3594,6953.8325
4677884,1.9795,3852.5391,7626.1724
4677922,1.6892,3886.7188,6565.4033
4677959,1.8739,3847.6563,7210.2935
4677997,1.8212,3852.5391,7016.0791
4678034,1.9267,3842.7734,7403.9927
4678072,1.8476,3867.1875,7144.8247
4678110,1.7948,3891.6016,6984.5049
4678147,1.9531,3867.1875,7553.1006
4678184,1.8212,3862.3047,7033.8638
4678221,1.9267,3847.6563,7413.4004
4678259,1.7948,3833.0078,6879.3428
4678296,1.9531,3837.8906,7495.8799
4678334,1.9795,3833.0078,7587.5098
4678372,1.9267,3833.0078,7385.1768
4678409,1.7948,3872.0703,6949.4507
4678447,1.6892,3901.3672,6590.1475
4678483,2.0059,3847.6563,7718.0601
4678521,1.7684,3891.6016,6881.7910
4678558,1.7684,3857.4219,6821.3486
4678596,1.6364,3847.6563,6296.3125
4678633,1.9795,3828.1250,7577.8442
4678671,1.9003,3813.4766,7246.8936
4678709,1.8476,3852.5391,7117.7607
4678746,1.9003,3847.6563,7311.8467
4678784,1.8476,3876.9531,7162.8672
4678820,2.1379,3847.6563,8225.8281
4678858,2.0059,3852.5391,7727.8545
4678895,1.7684,3842.7734,6795.4448
4678933,1.6100,3857.4219,6210.4819
4678971,1.9003,3818.3594,7256.1729
4679008,1.8212,3842.7734,6998.2939
4679046,1.9267,3837.8906,7394.5845
4679083,1.7948,3852.5391,6914.3970
4679120,1.8476,3750.0000,6928.3149
4679157,2.0587,3837.8906,7901.0630
4679195,1.9531,3876.9531,7572.1738
4679232,1.8476,3872.0703,7153.8462
4679270,1.7156,3867.1875,6634.4800
4679308,1.9003,3837.8906,7293.2886
4679345,1.8476,3979.4922,7352.3135
4679383,1.8739,3852.5391,7219.4434
4679419,1.7948,3867.1875,6940.6870
4679457,1.9267,3867.1875,7451.0317
4679494,2.0587,3833.0078,7891.0107
4679532,2.0323,3852.5391,7829.5371
4679570,1.9531,3867.1875,7553.1006
4679607,1.7684,3950.1953,6985.4067
4679645,2.0323,3833.0078,7789.8438
4679682,1.8476,3828.1250,7072.6548
4679719,2.0059,3842.7734,7708.2656
4679756,1.7948,3872.0703,6949.4507
4679794,1.6628,3891.6016,6470.9380
4679831,1.9531,3916.0156,7648.4678
4679869,1.7420,3886.7188,6770.5723
4679907,1.8476,3862.3047,7135.8032
4679944,1.8739,3857.4219,7228.5938
4679982,2.0851,3823.2422,7971.8154
4680018,2.2698,3818.3594,8667.0947
4680056,2.3754,3803.7109,9035.4199
4680093,2.2698,3813.4766,8656.0117
4680131,2.2435,3833.0078,8599.1787
4680169,2.1907,3828.1250,8386.1475
4680206,2.2962,3818.3594,8767.8750
4680244,2.1643,3911.1328,8464.7617
4680281,2.1907,3818.3594,8364.7549
4680318,1.9531,3833.0078,7486.3433
4680355,1.9003,3842.7734,7302.5679
4680393,1.9531,3828.1250,7476.8066
4680430,2.1115,3847.6563,8124.2739
4680468,2.1643,3837.8906,8306.2461
4680506,2.2698,3779.2969,8578.4287
4680543,2.1643,3818.3594,8263.9746
4680581,2.3226,3803.7109,8834.6328
4680617,2.2171,3798.8281,8422.2334
4680655,2.1115,3798.8281,8021.1738
4680692,2.1907,3833.0078,8396.8447
4680730,2.0851,3847.6563,8022.7212
4680768,1.9795,3886.7188,7693.8320
4680805,1.9795,3847.6563,7616.5068
4680843,2.0587,3837.8906,7901.0630
4680880,2.0059,3828.1250,7678.8823
4680918,2.0323,3813.4766,7750.1504
4680954,1.9531,3837.8906,7495.8799
4680992,2.1115,3852.5391,8134.5840
4681029,2.0587,3842.7734,7911.1152
4681067,2.1643,3828.1250,8285.1104
4681105,2.2435,3808.5938,8544.4063
4681142,2.2698,3779.2969,8578.4287
4681180,2.1907,3808.5938,8343.3613
4681217,2.2171,3808.5938,8443.8838
4681254,2.1643,3823.2422,8274.5430
4681291,2.2698,3837.8906,8711.4277
4681329,2.1379,3833.0078,8194.5107
4681367,2.0323,3833.0078,7789.8438
4681404,2.1379,3852.5391,8236.2666
4681442,2.1907,3813.4766,8354.0576
4681479,2.0851,3798.8281,7920.9102
4681517,2.1379,3823.2422,8173.6333
4681553,2.0587,3847.6563,7921.1675
4681591,2.2171,3842.7734,8519.6621
4681628,2.0851,3852.5391,8032.9023
4681666,2.1907,3818.3594,8364.7549
4681704,2.2171,3798.8281,8422.2334
4681741,2.4546,3779.2969,9276.6729
4681779,2.3754,3779.2969,8977.4258
4681816,2.3754,3808.5938,9047.0186
4681853,2.2698,3808.5938,8644.9287
4681890,2.2698,3813.4766,8656.0117
4681928,2.0851,3837.8906,8002.3589
4681966,2.2698,3798.8281,8622.7617
4682003,2.0323,3955.0781,8037.9277
4682041,2.1115,3828.1250,8083.0342
4682078,2.0587,3842.7734,7911.1152
4682116,2.1115,3847.6563,8124.2739
4682152,2.1643,3837.8906,8306.2461
4682190,2.2435,3803.7109,8533.4521
4682227,2.2435,3784.1797,8489.6348
4682265,2.1379,3798.8281,8121.4390
4682303,2.1643,3803.7109,8232.2715
4682340,2.1643,3823.2422,8274.5430
4682378,2.3754,3828.1250,9093.4131
4682415,2.1379,3798.8281,8121.4390
4682452,2.2435,3813.4766,8555.3613
4682489,2.3754,3798.8281,9023.8213
4682527,2.2698,3798.8281,8622.7617
4682565,2.2698,3769.5313,8556.2627
4682602,2.2435,3803.7109,8533.4521
4682640,2.3754,3813.4766,9058.6172
4682677,2.1907,3823.2422,8375.4512
4682715,2.2435,3823.2422,8577.2695
4682752,2.1379,3798.8281,8121.4390
4682789,2.1379,3828.1250,8184.0723
4682826,2.3226,3793.9453,8811.9512
4682864,2.3226,3779.2969,8777.9277
4682902,2.2962,3774.4141,8666.9658
4682939,2.1643,3828.1250,8285.1104
4682977,2.0851,3842.7734,8012.5400
4683014,2.2962,3808.5938,8745.4512
4683052,2.2962,3803.7109,8734.2393
4683088,2.3490,3808.5938,8946.4961
4683126,2.2698,3784.1797,8589.5117
4683164,2.2698,3798.8281,8622.7617
4683201,2.4018,3813.4766,9159.2686
4683239,2.1379,3833.0078,8194.5107
4683276,2.1379,3837.8906,8204.9502
4683314,2.1643,3833.0078,8295.6777
4683351,2.2698,3808.5938,8644.9287
4683388,2.2698,3881.8359,8811.1768
4683425,2.2435,3793.9453,8511.5439
4683463,2.1907,3803.7109,8332.6650
4683501,2.2962,3823.2422,8779.0879
4683538,2.2698,3818.3594,8667.0947
4683576,2.2435,3818.3594,8566.3154
4683613,2.1907,3813.4766,8354.0576
4683651,2.2171,3803.7109,8433.0586
4683687,2.2962,3784.1797,8689.3906
4683725,2.2435,3808.5938,8544.4063
4683763,2.1907,3818.3594,8364.7549
4683800,2.1643,3823.2422,8274.5430
4683838,2.1379,3837.8906,8204.9502
4683875,2.2171,3813.4766,8454.7090
4683913,2.2171,3808.5938,8443.8838
4683950,2.3490,3789.0625,8900.6172
4683987,2.2435,3784.1797,8489.6348
4684024,2.4018,3779.2969,9077.1748
4684062,2.5338,3798.8281,9625.4082
4684100,2.4810,3779.2969,9376.4229
4684137,2.4018,3784.1797,9088.9033
4684175,2.4018,3793.9453,9112.3584
4684212,2.3226,3793.9453,8811.9512
4684250,2.1907,3779.2969,8279.1816
4684286,2.2698,3818.3594,8667.0947
4684324,2.0587,3842.7734,7911.1152
4684362,2.2171,3828.1250,8487.1855
4684399,2.4546,3808.5938,9348.5859
4684437,2.3754,3774.4141,8965.8271
4684474,2.3754,3779.2969,8977.4258
4684512,2.2962,3779.2969,8678.1787
4684549,2.3754,3793.9453,9012.2217
4684587,2.4810,3789.0625,9400.6514
4684623,2.2962,3813.4766,8756.6631
4684661,2.2698,3798.8281,8622.7617
4684699,2.2435,3803.7109,8533.4521
4684736,2.2698,3774.4141,8567.3457
4684774,2.4018,3779.2969,9077.1748
4684811,2.2698,3803.7109,8633.8447
4684849,2.1379,3828.1250,8184.0723
4684886,2.1907,3808.5938,8343.3613
4684923,2.2698,3813.4766,8656.0117
4684961,2.2962,3808.5938,8745.4512
4684998,2.2698,3798.8281,8622.7617
4685036,2.2435,3784.1797,8489.6348
4685073,2.4018,3789.0625,9100.6309
4685111,2.3754,3779.2969,8977.4258
4685148,2.4018,3798.8281,9124.0859
4685186,2.3490,3789.0625,8900.6172
4685222,2.4282,3803.7109,9236.2070
4685260,2.4018,3779.2969,9077.1748
4685298,2.3226,3769.5313,8755.2461
4685335,2.3226,3808.5938,8845.9736
4685373,2.2435,3837.8906,8610.1328
4685410,2.2171,3823.2422,8476.3604
4685448,2.3754,3813.4766,9058.6172
4685485,2.2698,3813.4766,8656.0117
4685522,2.1907,3808.5938,8343.3613
4685560,2.0587,3745.1172,7710.0703
4685597,2.1643,3793.9453,8211.1357
4685635,2.2962,3813.4766,8756.6631
4685672,2.2435,3818.3594,8566.3154
4685710,2.3490,3823.2422,8980.9063
4685747,2.2962,3808.5938,8745.4512
4685785,2.4810,3901.3672,9679.2783
4685821,2.5074,3764.6484,9439.4424
4685859,2.3490,3784.1797,8889.1475
4685897,2.3490,3803.7109,8935.0264
4685934,2.3226,3793.9453,8811.9512
4685972,2.3490,3793.9453,8912.0869
4686009,2.2171,3803.7109,8433.0586
4686047,2.2171,3735.3516,8281.5020
4686084,2.2171,3789.0625,8400.5820
4686121,2.2435,3793.9453,8511.5439
4686159,2.2698,3828.1250,8689.2617
4686196,2.2435,3828.1250,8588.2236
4686234,2.2698,3833.0078,8700.3447
4686271,2.2435,3798.8281,8522.4980
4686309,2.2435,3803.7109,8533.4521
4686346,2.4546,3769.5313,9252.7021
4686384,2.3490,3779.2969,8877.6777
4686420,2.4810,3784.1797,9388.5371
4686458,2.3490,3759.7656,8831.7979
4686496,2.3490,3813.4766,8957.9668
4686533,2.1115,3818.3594,8062.4141
4686571,2.2962,3789.0625,8700.6025
4686608,2.2171,3798.8281,8422.2334
4686646,2.2435,3798.8281,8522.4980
4686683,2.1115,3735.3516,7887.1440
4686721,2.2698,3833.0078,8700.3447
4686758,2.1379,3833.0078,8194.5107
4686795,2.2171,3808.5938,8443.8838
4686833,2.2962,3793.9453,8711.8145
4686870,2.2698,3779.2969,8578.4287
4686908,2.3490,3779.2969,8877.6777
4686945,2.4282,3764.6484,9141.3555
4686983,2.3754,3784.1797,8989.0244
4687020,2.4282,3789.0625,9200.6377
4687057,2.3490,3798.8281,8923.5566
4687095,2.2698,3798.8281,8622.7617
4687132,2.2698,3789.0625,8600.5957
4687170,2.2171,3793.9453,8411.4072
4687207,2.1907,3833.0078,8396.8447
4687245,2.1907,3823.2422,8375.4512
4687282,2.2435,3833.0078,8599.1787
4687320,2.4018,3803.7109,9135.8135
4687357,2.3226,3808.5938,8845.9736
4687394,2.1643,3808.5938,8242.8398
4687432,2.1907,3793.9453,8311.2715
4687469,2.2435,3789.0625,8500.5889
4687507,2.4810,3798.8281,9424.8799
4687544,2.2962,3808.5938,8745.4512
4687582,2.2698,3862.3047,8766.8438
4687619,2.2171,3803.7109,8433.0586
4687656,2.3490,3793.9453,8912.0869
4687694,2.3490,3779.2969,8877.6777
4687731,2.4282,3769.5313,9153.2119
4687769,2.2171,3808.5938,8443.8838
4687806,2.2962,3808.5938,8745.4512
4687844,2.3226,3833.0078,8902.6787
4687881,2.2698,3798.8281,8622.7617
4687919,2.0851,3823.2422,7971.8154
4687956,2.1643,3798.8281,8221.7041
4687993,2.0323,3818.3594,7760.0737
4688031,2.1643,3813.4766,8253.4072
4688068,2.1115,3837.8906,8103.6538
4688106,2.3490,3784.1797,8889.1475
4688143,2.2171,3823.2422,8476.3604
4688181,2.3490,3789.0625,8900.6172
4688218,2.3490,3784.1797,8889.1475
4688256,2.3226,3784.1797,8789.2686
4688293,2.3490,3789.0625,8900.6172
4688330,2.3226,3798.8281,8823.2920
4688368,2.3490,3818.3594,8969.4365
4688405,2.4018,3828.1250,9194.4512
4688443,2.1907,3896.4844,8535.9004
4688480,2.2171,3808.5938,8443.8838
4688518,2.2435,3769.5313,8456.7715
4688556,2.4282,3789.0625,9200.6377
4688592,2.1907,3808.5938,8343.3613
4688630,2.1907,3837.8906,8407.5410
4688667,2.1907,3833.0078,8396.8447
4688705,2.2435,3779.2969,8478.6807
4688742,2.1115,3828.1250,8083.0342
4688780,2.0851,3793.9453,7910.7290
4688817,2.0851,3793.9453,7910.7290
4688855,2.3226,3793.9453,8811.9512
4688892,2.2698,3808.5938,8644.9287
4688929,2.2171,3833.0078,8498.0117
4688967,2.2698,3823.2422,8678.1777
4689004,2.3226,3803.7109,8834.6328
4689042,2.3490,3789.0625,8900.6172
4689079,2.2698,3793.9453,8611.6787
4689117,2.1643,3798.8281,8221.7041
4689155,2.2171,3828.1250,8487.1855
4689191,2.2435,3818.3594,8566.3154
4689229,2.1643,3823.2422,8274.5430
4689266,2.0851,3818.3594,7961.6343
4689304,2.1907,3813.4766,8354.0576
4689341,2.0587,3774.4141,7770.3838
4689379,2.2435,3803.7109,8533.4521
4689416,2.2962,3789.0625,8700.6025
4689454,2.2962,3803.7109,8734.2393
4689491,2.2171,3828.1250,8487.1855
4689528,2.3490,3789.0625,8900.6172
4689566,2.3226,3813.4766,8857.3145
4689603,2.4282,3803.7109,9236.2070
4689641,2.2962,3793.9453,8711.8145
4689678,2.1907,3803.7109,8332.6650
4689716,2.2171,3808.5938,8443.8838
4689754,2.1643,3842.7734,8316.8135
4689790,2.1643,3823.2422,8274.5430
4689828,2.1115,3896.4844,8227.3740
4689865,2.1643,3813.4766,8253.4072
4689903,2.1379,3798.8281,8121.4390
4689940,2.1643,3789.0625,8200.5684
4689978,2.2435,3774.4141,8467.7256
4690015,2.2962,3823.2422,8779.0879
4690053,2.2962,3823.2422,8779.0879
4690091,2.1643,3823.2422,8274.5430
4690127,2.1907,3808.5938,8343.3613
4690165,2.2171,3789.0625,8400.5820
4690202,2.1115,3803.7109,8031.4839
4690240,2.1115,3769.5313,7959.3140
4690277,2.2435,3798.8281,8522.4980
4690315,2.2435,3793.9453,8511.5439
4690353,2.2435,3813.4766,8555.3613
4690390,2.2171,3828.1250,8487.1855
4690427,2.3226,3808.5938,8845.9736
4690464,2.3754,3789.0625,9000.6230
4690502,2.2962,3813.4766,8756.6631
4690539,2.2435,3789.0625,8500.5889
4690577,2.1907,3808.5938,8343.3613
4690614,2.2698,3818.3594,8667.0947
4690652,2.2435,3823.2422,8577.2695
4690690,2.0851,3828.1250,7981.9966
4690726,2.0851,3764.6484,7849.6421
4690764,2.0587,3828.1250,7880.9585
4690801,2.0851,3793.9453,7910.7290
4690839,2.1907,3789.0625,8300.5752
4690876,2.1643,3818.3594,8263.9746
4690914,2.1115,3837.8906,8103.6538
4690952,2.1643,3828.1250,8285.1104
4690989,2.2962,3823.2422,8779.0879
4691026,2.2962,3813.4766,8756.6631
4691063,2.1907,3808.5938,8343.3613
4691101,2.1115,3818.3594,8062.4141
4691138,2.1115,3813.4766,8052.1040
4691176,2.2435,3759.7656,8434.8633
4691213,2.4546,3793.9453,9312.6289
4691251,2.4018,3803.7109,9135.8135
4691289,2.2171,3813.4766,8454.7090
4691325,2.2435,3798.8281,8522.4980
4691363,2.2435,3784.1797,8489.6348
4691400,2.3490,3769.5313,8854.7373
4691438,2.3754,3803.7109,9035.4199
4691475,2.1379,3837.8906,8204.9502
4691513,2.3490,3789.0625,8900.6172
4691551,2.1643,3808.5938,8242.8398
4691588,2.2435,3798.8281,8522.4980
4691625,2.2435,3818.3594,8566.3154
4691662,2.1907,3793.9453,8311.2715
4691700,2.0851,3808.5938,7941.2725
4691737,2.0587,3833.0078,7891.0107
4691775,2.1643,3813.4766,8253.4072
4691812,2.1907,3813.4766,8354.0576
4691850,2.1643,3823.2422,8274.5430
4691888,2.2171,3793.9453,8411.4072
4691924,2.3226,3784.1797,8789.2686
4691962,2.2698,3779.2969,8578.4287
4691999,2.1379,3876.9531,8288.4609
4692037,2.3226,3813.4766,8857.3145
4692074,2.2962,3857.4219,8857.5723
4692112,2.2962,3798.8281,8723.0273
4692150,2.2171,3793.9453,8411.4072
4692187,2.2171,3793.9453,8411.4072
4692225,2.2435,3759.7656,8434.8633
4692261,2.3490,3803.7109,8935.0264
4692299,2.2171,3823.2422,8476.3604
4692336,2.1115,3833.0078,8093.3442
4692374,2.1379,3808.5938,8142.3169
4692411,2.0851,3818.3594,7961.6343
4692449,2.2435,3798.8281,8522.4980
4692487,2.1907,3818.3594,8364.7549
4692524,2.1115,3837.8906,8103.6538
4692561,2.3754,3803.7109,9035.4199
4692598,2.1379,3823.2422,8173.6333
4692636,2.2962,3793.9453,8711.8145
4692673,2.1643,3803.7109,8232.2715
4692711,2.2435,3793.9453,8511.5439
4692749,2.2962,3789.0625,8700.6025
4692786,2.3226,3779.2969,8777.9277
4692824,2.3490,3818.3594,8969.4365
4692860,2.2171,3813.4766,8454.7090
4692898,2.4282,3818.3594,9271.7764
4692935,2.4018,3784.1797,9088.9033
4692973,2.2435,3793.9453,8511.5439
4693010,2.0851,3813.4766,7951.4531
4693048,2.0851,3803.7109,7931.0913
4693086,2.1907,3818.3594,8364.7549
4693123,2.1115,3823.2422,8072.7241
4693160,2.0587,3818.3594,7860.8540
4693197,2.0587,3833.0078,7891.0107
4693235,2.0587,3789.0625,7800.5405
4693272,2.1115,3808.5938,8041.7939
4693310,2.2962,3798.8281,8723.0273
4693348,2.2171,3798.8281,8422.2334
4693385,2.2698,3881.8359,8811.1768
4693423,2.4018,3798.8281,9124.0859
4693459,2.4810,3764.6484,9340.0801
4693497,2.3754,3774.4141,8965.8271
4693534,2.1907,3793.9453,8311.2715
4693572,2.2435,3823.2422,8577.2695
4693609,2.1643,3828.1250,8285.1104
4693647,2.2962,3823.2422,8779.0879
4693685,2.1379,3842.7734,8215.3887
4693722,2.1643,3833.0078,8295.6777
4693760,2.2435,3803.7109,8533.4521
4693796,2.2171,3828.1250,8487.1855
4693834,2.1379,3803.7109,8131.8779
4693871,2.1115,3828.1250,8083.0342
4693909,2.2698,3808.5938,8644.9287
4693947,2.2962,3803.7109,8734.2393
4693984,2.3490,3793.9453,8912.0869
4694022,2.3754,3789.0625,9000.6230
4694059,2.0323,3818.3594,7760.0737
4694096,2.1115,3808.5938,8041.7939
4694133,2.1643,3828.1250,8285.1104
4694171,2.1907,3837.8906,8407.5410
4694208,2.0323,3833.0078,7789.8438
4694246,2.2962,3808.5938,8745.4512
4694284,2.1643,3701.1719,8010.3491
4694321,2.2698,3769.5313,8556.2627
4694359,2.2435,3803.7109,8533.4521
4694395,2.2435,3784.1797,8489.6348
4694433,2.2962,3813.4766,8756.6631
4694470,2.4282,3813.4766,9259.9199
4694508,2.4282,3789.0625,9200.6377
4694546,2.1907,3798.8281,8321.9678
4694583,2.2962,3798.8281,8723.0273
4694621,2.2171,3798.8281,8422.2334
4694658,2.2698,3798.8281,8622.7617
4694695,2.1115,3842.7734,8113.9639
4694732,2.1907,3808.5938,8343.3613
